sale_id,dealer_id,sale_date,vehicle_model,vehicle_type,customer_id,revenue
c0727bc9-9392-4f46-b6e7-30288ffdf333,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,8/23/2025,Pulse Hatch,Truck,CUST104912,27253
51ff7020-c95a-4512-b190-cf71f7bcb993,a77928ed-1d1e-4319-b3b5-b422632c9b34,7/24/2024,Terra SUV,Truck,CUST159754,42553
c03d8e6e-4dbe-466c-8eaf-0a441747b6f5,a77928ed-1d1e-4319-b3b5-b422632c9b34,10/1/2025,Ranger Truck,Truck,CUST986635,37137
d0586f70-05ac-46f0-bf4c-0859b10bf8f9,2c7b077c-77e6-4d66-a8ec-6406334ff450,5/28/2025,Terra SUV,Coupe,CUST597977,71798
93fe0535-09b5-4a55-a3d3-0f9f333a97f4,7fc6045d-a601-4537-b66d-dfae3121ac73,12/28/2025,Falcon X,Sedan,CUST281721,72351
0ccef1e1-8c54-4d3f-ab2c-ac01045b3311,fb5ae97b-dc89-4cb1-b175-bd6b105864b2,9/28/2025,Velocity Sedan,Hatchback,CUST560854,42375
0a489672-5b48-426f-a374-9b9de17ef3c6,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,12/13/2025,Titan Truck,Hatchback,CUST609290,66065
37a7aca8-f186-4aa9-8d13-e937fab40f58,a77928ed-1d1e-4319-b3b5-b422632c9b34,7/24/2024,Summit SUV,Truck,CUST298796,23014
adcdae92-5186-48d0-9299-18740ed086b1,a8ee1bbe-6bf9-444a-b444-adaed3bbaf0b,12/30/2024,Falcon X,Sedan,CUST329772,61847
8a2b2021-8758-4e32-aeec-5a901eb694ed,fb5ae97b-dc89-4cb1-b175-bd6b105864b2,3/11/2026,Summit SUV,SUV,CUST119225,83026
90c6e0aa-6f12-46e1-a5c2-c395d527b5c5,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,2/10/2025,Titan Truck,Hatchback,CUST806602,25194
57467ceb-1b5a-4e4c-bb05-a8ec9c3c609e,2c7b077c-77e6-4d66-a8ec-6406334ff450,6/12/2024,Summit SUV,Hatchback,CUST483073,77139
8c26d9a9-c9df-4341-ae68-d5912bcccc46,fb5ae97b-dc89-4cb1-b175-bd6b105864b2,1/14/2025,Velocity Sedan,Coupe,CUST989045,54962
d7e11e12-f59a-43f7-85d7-aea16308ff80,2c7b077c-77e6-4d66-a8ec-6406334ff450,1/10/2024,Urban Compact,Truck,CUST769399,42088
868d7f7d-2460-481f-b13e-318159ef4255,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,8/4/2025,Nova EV,SUV,CUST845494,42660
4e3056c0-67f3-48b6-b595-42c96b271b77,432da222-2798-454d-9c33-668fde139327,2/14/2026,Velocity Sedan,Sedan,CUST762996,60703
960790b7-7a3c-4d6c-b03c-88bc0a39f1a9,a8ee1bbe-6bf9-444a-b444-adaed3bbaf0b,5/25/2024,Titan Truck,Coupe,CUST274376,56056
7bbf4547-8589-47d8-a54a-2649712712cf,82672c5c-a23c-4843-b65d-bcb1edaa5356,6/21/2024,Nova EV,SUV,CUST466487,42180
1ada516e-2f02-49ed-b5c4-42ca21eea495,82672c5c-a23c-4843-b65d-bcb1edaa5356,1/17/2026,Titan Truck,EV,CUST759674,25070
134aa16e-6b6b-43ba-8903-e3f9e2b3abdd,7fc6045d-a601-4537-b66d-dfae3121ac73,8/3/2025,Falcon X,Hatchback,CUST168670,75024
817b01cc-9226-4cc3-a08d-4dba69fa14c1,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,6/23/2024,Titan Truck,Sedan,CUST136114,31721
1e792eb4-9f27-4abf-85dc-ca6396bc8523,2c7b077c-77e6-4d66-a8ec-6406334ff450,11/7/2025,Titan Truck,EV,CUST510978,64745
245b07e4-2f39-42a9-ad3c-c75572c9d092,a8ee1bbe-6bf9-444a-b444-adaed3bbaf0b,11/19/2024,Pulse Hatch,SUV,CUST470558,68728
26df59bf-6a89-4826-b68a-cbb20e735418,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,4/24/2025,Velocity Sedan,Hatchback,CUST536127,34245
59cf1051-b456-479e-9c86-a5d227a197d0,a77928ed-1d1e-4319-b3b5-b422632c9b34,8/9/2024,Velocity Sedan,SUV,CUST107815,49408
56f24eb5-f341-476f-808f-6e3199041ee6,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,1/23/2024,Urban Compact,Truck,CUST614056,54179
e9b2def8-34e2-41a0-bcec-fad5f2a163d9,7fc6045d-a601-4537-b66d-dfae3121ac73,8/31/2024,Pulse Hatch,EV,CUST410106,85294
48ccd007-f691-4a5d-8821-94fe9eb2ba5d,fb5ae97b-dc89-4cb1-b175-bd6b105864b2,5/13/2025,Pulse Hatch,Sedan,CUST847524,50642
1c2fa2c3-9a19-4fbb-9f2f-39d92a2056e9,a77928ed-1d1e-4319-b3b5-b422632c9b34,3/19/2024,Velocity Sedan,SUV,CUST273670,46669
12ab9f1f-3c8e-4ef0-87b5-c99a45a15ef5,82672c5c-a23c-4843-b65d-bcb1edaa5356,4/30/2025,Titan Truck,Coupe,CUST523156,82149
267482ce-0d7e-44ca-aad0-039c16ff3dbc,fb5ae97b-dc89-4cb1-b175-bd6b105864b2,7/26/2024,Terra SUV,Hatchback,CUST118809,65567
24a754c3-42d1-4992-bb89-7fcc1ab9ac0c,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,9/19/2024,Pulse Hatch,Hatchback,CUST436915,26073
eab4ecf4-08c8-41ca-9057-5e93842a01da,a77928ed-1d1e-4319-b3b5-b422632c9b34,5/10/2025,Apex Coupe,SUV,CUST691846,64647
f59cf2ea-dc5c-4a6c-87c2-82515dcb65fc,fb5ae97b-dc89-4cb1-b175-bd6b105864b2,11/26/2025,Terra SUV,Coupe,CUST948520,55463
dcc5f833-02c1-48fc-b0c3-fcfbadbdfd93,7fc6045d-a601-4537-b66d-dfae3121ac73,8/5/2025,Summit SUV,Sedan,CUST643099,65204
d967e2ab-367f-4320-8ae7-4cf0bdb1e86a,a77928ed-1d1e-4319-b3b5-b422632c9b34,7/3/2024,Velocity Sedan,Coupe,CUST998353,45655
9cf36c8c-f2b4-44f7-aadb-f83523032774,2c7b077c-77e6-4d66-a8ec-6406334ff450,11/16/2024,Urban Compact,Sedan,CUST921621,21964
e34806e9-bb00-4f74-a3f3-2b27eaa7ef78,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,1/28/2025,Terra SUV,Sedan,CUST529722,34355
47a0c8c8-bd17-4897-ac0b-403e18b6804d,a8ee1bbe-6bf9-444a-b444-adaed3bbaf0b,12/14/2025,Summit SUV,SUV,CUST516498,29330
567b632d-1519-4752-b12f-505659178ae1,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,5/16/2025,Ranger Truck,Truck,CUST560113,74095
150c467f-2584-4a1a-8ec5-db68f2901eb9,2c7b077c-77e6-4d66-a8ec-6406334ff450,1/13/2025,Nova EV,SUV,CUST159191,56678
a9b8240c-80bf-4116-ac3f-80deb7bf225a,a9bfdbd7-3abd-4f47-81fd-0ab5c928163a,8/19/2025,Urban Compact,Truck,CUST114332,37285
dbea8e46-1370-4df9-a3b4-dfd34ba8f6d8,a8ee1bbe-6bf9-444a-b444-adaed3bbaf0b,4/3/2025,Nova EV,EV,CUST585151,52927
9356734d-13e5-49b7-9d69-1ba2c8b4decc,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,10/13/2025,Summit SUV,SUV,CUST932585,72128
573dc14e-e272-46f7-ad55-ff5a2916dcb3,fb5ae97b-dc89-4cb1-b175-bd6b105864b2,6/21/2025,Falcon X,EV,CUST570059,20225
40ac02e5-97f8-4874-aee8-ba35d94bac69,a9bfdbd7-3abd-4f47-81fd-0ab5c928163a,2/16/2024,Titan Truck,Coupe,CUST482209,63855
c1c330d1-360d-468d-94e6-8b3ba35ed60e,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,12/25/2025,Apex Coupe,SUV,CUST856005,22794
f0f94f4f-4b5d-44e3-a8dc-97711f619cf4,fb5ae97b-dc89-4cb1-b175-bd6b105864b2,6/20/2024,Apex Coupe,SUV,CUST405114,77150
0bf07830-07c5-4bda-ba96-a08eadf59d9d,7fc6045d-a601-4537-b66d-dfae3121ac73,5/17/2025,Velocity Sedan,SUV,CUST594626,57923
d7da0400-bd1a-45b8-af57-c46a00883479,a77928ed-1d1e-4319-b3b5-b422632c9b34,3/22/2025,Falcon X,Sedan,CUST236907,23278
2a5d3f31-0f1c-4bff-88bd-afcd586910d2,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,12/18/2025,Titan Truck,Coupe,CUST398258,28669
082610ed-544c-457b-876f-d90d11da714e,2c7b077c-77e6-4d66-a8ec-6406334ff450,8/1/2024,Summit SUV,Sedan,CUST487426,54265
e865b554-6a48-4c88-904c-321651b4b016,82672c5c-a23c-4843-b65d-bcb1edaa5356,6/7/2024,Ranger Truck,SUV,CUST983709,59230
c99cbc5a-64e1-4255-8ba0-8ae1a8ae983d,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,11/5/2024,Apex Coupe,Sedan,CUST737633,40335
8e7bb5fb-5018-49f6-b2f3-f23633224220,432da222-2798-454d-9c33-668fde139327,3/29/2025,Velocity Sedan,Sedan,CUST458402,60443
46481c69-8eb3-42a5-863e-5eb0e243492a,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,4/13/2024,Nova EV,Sedan,CUST715779,21425
3301ef7e-b25c-4c3c-95e8-53884a93c881,a8ee1bbe-6bf9-444a-b444-adaed3bbaf0b,3/11/2025,Velocity Sedan,Coupe,CUST731638,55547
13c386ed-4185-4e88-83f9-9479bd752eab,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,5/9/2024,Pulse Hatch,Truck,CUST309461,81726
1df0c643-29e8-4ab4-b605-7c47f4c69b03,fb5ae97b-dc89-4cb1-b175-bd6b105864b2,10/19/2024,Ranger Truck,Sedan,CUST488181,56752
6806532b-bd28-4e4b-aaee-871a45bd4d95,82672c5c-a23c-4843-b65d-bcb1edaa5356,2/15/2025,Velocity Sedan,SUV,CUST615853,50630
f052f33c-3ad6-47cb-bca9-9da5a1459229,a9bfdbd7-3abd-4f47-81fd-0ab5c928163a,2/25/2025,Summit SUV,SUV,CUST300639,64968
b2681115-1f27-4117-8120-092470a04474,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,10/13/2024,Apex Coupe,Coupe,CUST171005,58872
b6b60eac-b57d-439d-9d0b-b478087505f4,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,8/18/2025,Pulse Hatch,SUV,CUST250332,32034
550c8b6f-fb25-48a6-b46c-da70b981568e,2c7b077c-77e6-4d66-a8ec-6406334ff450,11/24/2025,Terra SUV,Sedan,CUST348641,41182
93c9e298-4d92-4fd6-9bea-747be169534c,a77928ed-1d1e-4319-b3b5-b422632c9b34,1/9/2024,Pulse Hatch,Truck,CUST207440,74581
cb462034-2cbd-43aa-8878-4530525e20f0,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,1/25/2024,Falcon X,Sedan,CUST692150,56075
22f9d35c-fa8d-4a12-a744-22bf03049cc2,fb5ae97b-dc89-4cb1-b175-bd6b105864b2,1/22/2026,Apex Coupe,Sedan,CUST476897,93598
b287fbfc-e83b-467a-89d6-8fe2845cb641,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,4/8/2025,Titan Truck,SUV,CUST904173,58583
29774206-13b5-4942-b313-b95ce70d9808,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,1/19/2025,Apex Coupe,Hatchback,CUST809376,78768
17a37448-dde0-4ced-9599-68f043d3b24f,a9bfdbd7-3abd-4f47-81fd-0ab5c928163a,5/31/2025,Nova EV,Coupe,CUST761933,75882
5cd12952-7718-4130-ab96-dc4ce157b741,a77928ed-1d1e-4319-b3b5-b422632c9b34,1/5/2024,Summit SUV,SUV,CUST231603,79344
7e2613ac-32ad-4613-809e-d66887a56bac,7fc6045d-a601-4537-b66d-dfae3121ac73,3/16/2026,Falcon X,SUV,CUST884503,51191
1c72219d-e93d-4a84-be7e-9c7bbbc19d9a,fb5ae97b-dc89-4cb1-b175-bd6b105864b2,5/7/2024,Nova EV,Truck,CUST882990,86282
fcbac38e-c593-47c8-ac41-c7bc0c26102b,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,8/11/2025,Apex Coupe,EV,CUST824619,77514
e773bcdb-b0c2-4ce5-aaca-b1c5a6858e7b,a9bfdbd7-3abd-4f47-81fd-0ab5c928163a,1/27/2025,Nova EV,SUV,CUST449812,78236
f75de45f-8b70-44e6-959b-f2961dcd57b1,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,12/27/2024,Velocity Sedan,SUV,CUST106943,72240
1582e709-68c0-4e21-979d-5e87b016d6f5,7fc6045d-a601-4537-b66d-dfae3121ac73,1/15/2025,Summit SUV,Hatchback,CUST858930,76198
316613e1-1980-4654-b788-2b88047c5c8d,432da222-2798-454d-9c33-668fde139327,2/6/2025,Falcon X,Truck,CUST973647,59512
a4ea64a0-6e41-4aec-acea-bc535507a16b,a77928ed-1d1e-4319-b3b5-b422632c9b34,7/9/2025,Ranger Truck,Sedan,CUST430911,94301
fed8920c-e063-4fb8-a653-4553169929f7,a77928ed-1d1e-4319-b3b5-b422632c9b34,8/31/2025,Pulse Hatch,Truck,CUST201866,46331
055e3f57-ba10-455f-94bd-73728302233f,7fc6045d-a601-4537-b66d-dfae3121ac73,1/2/2024,Titan Truck,Coupe,CUST677653,94059
8c80eb02-e591-437e-bba2-ac620c54ca4b,2c7b077c-77e6-4d66-a8ec-6406334ff450,8/27/2025,Falcon X,EV,CUST934826,51108
5c4931c9-910e-478b-aeda-e100a9c4d685,82672c5c-a23c-4843-b65d-bcb1edaa5356,2/8/2026,Terra SUV,Hatchback,CUST121319,18481
05b8cd0c-e8c5-4ec8-925c-7e2d8e56d6f7,432da222-2798-454d-9c33-668fde139327,7/13/2025,Pulse Hatch,EV,CUST384183,85362
53906f1a-5aa1-45cf-8162-2fe0a613625d,7fc6045d-a601-4537-b66d-dfae3121ac73,9/20/2024,Nova EV,EV,CUST208474,73903
7ecec268-5fb7-49f2-9096-877f4ef54c84,82672c5c-a23c-4843-b65d-bcb1edaa5356,9/16/2025,Titan Truck,Hatchback,CUST746855,50370
866d200f-5483-4328-95c2-af95f2a6161f,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,2/14/2025,Pulse Hatch,Truck,CUST338637,21817
37ecece7-c17b-4617-9a42-945bd6bd79e7,2c7b077c-77e6-4d66-a8ec-6406334ff450,1/17/2026,Urban Compact,Coupe,CUST575719,58536
a7b8a53c-662b-4624-b2a3-5059c3af28b2,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,5/21/2024,Nova EV,Coupe,CUST176061,59502
b6b0cba7-6f3e-4add-9dae-7336acf63dee,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,2/22/2025,Summit SUV,Truck,CUST335046,60851
f71a3546-e5bc-446c-9dd6-7fe08a856707,82672c5c-a23c-4843-b65d-bcb1edaa5356,7/19/2024,Velocity Sedan,Sedan,CUST623527,45201
9bea94c2-004e-4b4b-8b44-1fc08493c857,2c7b077c-77e6-4d66-a8ec-6406334ff450,5/14/2024,Ranger Truck,Hatchback,CUST512666,82233
8368be2c-565e-4572-a932-fef4e95a3454,82672c5c-a23c-4843-b65d-bcb1edaa5356,12/21/2024,Summit SUV,Truck,CUST425048,83480
2a270120-3e9c-4f22-9974-733e77918013,a8ee1bbe-6bf9-444a-b444-adaed3bbaf0b,2/26/2024,Pulse Hatch,SUV,CUST635275,54597
729c0970-5820-4e95-98bd-953e93eb177c,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,7/13/2024,Nova EV,Hatchback,CUST743203,41626
b319f7e4-103c-4f0a-8bcd-d14dee4e0c44,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,3/9/2025,Ranger Truck,Truck,CUST893070,74943
c3bbcea4-aa1f-4cef-9f44-5ce414d61e66,2c7b077c-77e6-4d66-a8ec-6406334ff450,11/3/2024,Apex Coupe,EV,CUST713665,45496
c34d4bab-5da5-422a-bca5-373956cb50bc,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,4/19/2025,Titan Truck,Sedan,CUST628807,31316
1d21839b-1330-4c99-a2ef-b91aac13bd84,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,2/5/2026,Nova EV,Truck,CUST260363,78478
29ecc428-7f82-43df-b7d6-9aefc3cececb,7fc6045d-a601-4537-b66d-dfae3121ac73,6/12/2024,Falcon X,Truck,CUST259018,89746
33f40e78-0404-47c4-85b7-d576eb7fc263,82672c5c-a23c-4843-b65d-bcb1edaa5356,7/28/2024,Titan Truck,SUV,CUST323051,82596
24fdb88b-6303-4621-aea7-035f98a205a0,432da222-2798-454d-9c33-668fde139327,5/30/2024,Titan Truck,Truck,CUST840146,71746
193a12d9-7f9d-44dd-85c5-3178a3b8f364,82672c5c-a23c-4843-b65d-bcb1edaa5356,12/13/2025,Pulse Hatch,Sedan,CUST756110,94796
ce037f44-d310-485a-8ba4-ea4272bd7d91,a77928ed-1d1e-4319-b3b5-b422632c9b34,12/16/2025,Ranger Truck,Hatchback,CUST457939,45196
3ed5376b-3a82-411b-962e-d9dbe09dfafc,2c7b077c-77e6-4d66-a8ec-6406334ff450,10/10/2025,Velocity Sedan,Truck,CUST902456,91355
2f074575-ad88-4386-9255-a4dcb12d90ec,a8ee1bbe-6bf9-444a-b444-adaed3bbaf0b,10/22/2024,Ranger Truck,Truck,CUST703096,42674
d5ac52de-e535-4e5f-9916-37221968fd27,2c7b077c-77e6-4d66-a8ec-6406334ff450,5/19/2024,Nova EV,Sedan,CUST840592,78015
ab356e42-7b9e-49d3-a625-d2dab14b129a,2c7b077c-77e6-4d66-a8ec-6406334ff450,4/16/2024,Terra SUV,Coupe,CUST279381,32149
8e02fbe2-927d-4e66-8cb3-73f12b554c8d,a8ee1bbe-6bf9-444a-b444-adaed3bbaf0b,4/27/2024,Falcon X,SUV,CUST806270,75523
335573c1-be36-4664-ade0-f8cd3c0b299b,7fc6045d-a601-4537-b66d-dfae3121ac73,10/22/2025,Summit SUV,Coupe,CUST301811,69371
2e3b7224-42fb-4008-b86a-76df25205126,a9bfdbd7-3abd-4f47-81fd-0ab5c928163a,10/23/2025,Ranger Truck,Sedan,CUST549410,63028
0c86a009-1c49-4ec0-9436-ceb31274a2bd,2c7b077c-77e6-4d66-a8ec-6406334ff450,3/20/2024,Nova EV,Hatchback,CUST254701,93053
6319d892-ff65-4f6b-97a4-f51765c7b924,a9bfdbd7-3abd-4f47-81fd-0ab5c928163a,4/6/2025,Pulse Hatch,EV,CUST101257,28443
97788370-29be-416c-a517-83768f1bbf66,a9bfdbd7-3abd-4f47-81fd-0ab5c928163a,7/29/2025,Ranger Truck,Coupe,CUST966551,92394
e30025da-e62b-4189-b2ce-c692e9a124d9,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,1/18/2026,Terra SUV,Hatchback,CUST365004,42376
b167ae63-629c-486b-a197-9c17a5e0e4ea,7fc6045d-a601-4537-b66d-dfae3121ac73,10/14/2025,Apex Coupe,Coupe,CUST187465,50530
99e95b2e-5738-4aaf-a251-72cf8a4c42d7,432da222-2798-454d-9c33-668fde139327,2/22/2024,Pulse Hatch,SUV,CUST488152,24240
f58b6414-8c47-4536-ac25-cd2e5f0c16e2,fb5ae97b-dc89-4cb1-b175-bd6b105864b2,1/10/2025,Ranger Truck,Truck,CUST490487,42266
9280ee9f-97e3-4d5b-ba54-5c4ff5f26535,a8ee1bbe-6bf9-444a-b444-adaed3bbaf0b,4/23/2024,Pulse Hatch,Hatchback,CUST832421,81535
837abfda-2137-4fb8-b7de-74955fdb91db,2c7b077c-77e6-4d66-a8ec-6406334ff450,3/9/2026,Pulse Hatch,SUV,CUST749282,81589
6ca06135-9d88-4301-8e44-d1b203c86b6b,a8ee1bbe-6bf9-444a-b444-adaed3bbaf0b,1/4/2026,Terra SUV,Coupe,CUST819640,67078
4d20164f-0ae7-4152-a0a7-fabfc311e4a0,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,2/19/2025,Pulse Hatch,Sedan,CUST262070,77204
02199642-3992-46d9-926d-74d6ae251b4c,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,2/19/2025,Ranger Truck,Sedan,CUST461300,42794
d845765d-990c-4321-8207-7a9f305505bc,432da222-2798-454d-9c33-668fde139327,9/20/2024,Titan Truck,Hatchback,CUST707494,19316
b24f99f0-ef87-4715-902e-891119a09a47,432da222-2798-454d-9c33-668fde139327,10/10/2025,Urban Compact,EV,CUST189659,74513
9a7e57f9-3595-42f3-a5b8-815d0f7777c7,a77928ed-1d1e-4319-b3b5-b422632c9b34,7/5/2024,Velocity Sedan,Truck,CUST513357,79475
5c0afdea-d895-4f67-b9eb-ba44be8e32ec,2c7b077c-77e6-4d66-a8ec-6406334ff450,2/7/2025,Summit SUV,EV,CUST997698,90349
616ae5a6-78ef-479a-9180-c1c3446521e7,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,12/31/2024,Nova EV,EV,CUST367129,80229
77246f83-0477-4f0a-8835-f5854cff9271,8e3e5d1d-30b6-4817-ae00-e6fbc781d805,7/10/2024,Summit SUV,SUV,CUST746232,35561
3fb21e70-340f-4236-9553-d387c043defd,a8ee1bbe-6bf9-444a-b444-adaed3bbaf0b,5/9/2024,Terra SUV,Truck,CUST343532,60132
44abdd8e-30b7-4f85-970f-0333273f6570,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,11/7/2025,Pulse Hatch,Truck,CUST136591,86106
afdf8dd1-b849-42c2-8906-c8936fc822f2,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,7/8/2024,Nova EV,Sedan,CUST817423,81154
f8b5ecc0-ea82-404f-b7b5-d60066e8abef,82672c5c-a23c-4843-b65d-bcb1edaa5356,2/4/2026,Velocity Sedan,SUV,CUST453362,45656
4d458de2-2099-46dd-9358-e6dab2350c10,82672c5c-a23c-4843-b65d-bcb1edaa5356,12/7/2025,Nova EV,Coupe,CUST863004,29162
0be89b82-850d-457e-b04a-9e847aa218d5,7fc6045d-a601-4537-b66d-dfae3121ac73,12/23/2024,Summit SUV,EV,CUST378891,87301
41d825cf-989e-4e68-a938-36a75425c0ab,a8ee1bbe-6bf9-444a-b444-adaed3bbaf0b,11/25/2025,Pulse Hatch,Hatchback,CUST351767,90027
a3a50333-2e05-4cc1-93ab-975e4769053e,432da222-2798-454d-9c33-668fde139327,2/13/2026,Falcon X,EV,CUST749569,71154
aab05ba0-9c39-47de-ba8d-bb9bed4c4f60,82672c5c-a23c-4843-b65d-bcb1edaa5356,7/7/2025,Falcon X,Sedan,CUST828094,80650
c2b0210a-2a70-41c0-bee0-e611d6f10506,82672c5c-a23c-4843-b65d-bcb1edaa5356,6/15/2024,Pulse Hatch,SUV,CUST751841,75465
169aa758-dd14-4a1f-a48b-af0dc90993bc,7fc6045d-a601-4537-b66d-dfae3121ac73,10/17/2025,Apex Coupe,EV,CUST960779,48541
895d13d2-e6c1-48ec-971b-8ef374848785,c76a7c48-afc7-43f9-9cdd-b9e1bdd6ca46,8/14/2025,Titan Truck,Hatchback,CUST225091,68117
6afb47e1-9501-4806-953e-96437837f2b5,7fc6045d-a601-4537-b66d-dfae3121ac73,9/13/2024,Titan Truck,Coupe,CUST435498,89336
88d98112-d211-4f8a-8f8f-f4a84fc8c568,a9bfdbd7-3abd-4f47-81fd-0ab5c928163a,5/21/2025,Terra SUV,Hatchback,CUST173225,89205
5852b06d-0140-4baa-b81f-d7a3aef6eacd,a8ee1bbe-6bf9-444a-b444-adaed3bbaf0b,5/7/2024,Urban Compact,Coupe,CUST999217,47364
ca6934fe-ad8e-4065-b6d5-50063476bf8c,2c7b077c-77e6-4d66-a8ec-6406334ff450,1/19/2025,Velocity Sedan,Hatchback,CUST283783,72309
0f929f96-8cd6-4bfd-b8c3-72f2193cc452,a77928ed-1d1e-4319-b3b5-b422632c9b34,12/15/2025,Ranger Truck,SUV,CUST754551,21833
6883831f-6f7d-440d-8c9b-73e11a9edb59,fb5ae97b-dc89-4cb1-b175-bd6b105864b2,6/5/2024,Nova EV,Hatchback,CUST164554,26709
